frame,h50_pattern,h50_confidence,h67_pattern,h43_rejected,h66_rejected,h67_rejected
944,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
945,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
946,TWO_BALL,0.493,TWO_BALL,no,no,no
947,TWO_BALL,0.493,TWO_BALL,no,no,no
948,TWO_BALL,0.493,TWO_BALL,no,no,no
949,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
950,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
951,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
952,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
953,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
954,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
955,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
956,TWO_BALL,0.703,TWO_BALL,no,no,no
957,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
958,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
959,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
960,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
961,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
962,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
963,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
964,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
965,TWO_BALL,0.790,TWO_BALL,no,no,no
966,SINGLE_BALL,1.000,SINGLE_BALL,no,no,no
967,SINGLE_BALL,1.000,SINGLE_BALL,no,no,no
968,TWO_BALL,0.662,TWO_BALL,no,no,no
969,TWO_BALL,0.662,TWO_BALL,no,no,no
970,FOUNTAIN_3+,0.576,FOUNTAIN_3+,no,no,no
971,TWO_BALL,0.364,TWO_BALL,no,no,no
972,TWO_BALL,0.364,TWO_BALL,no,no,no
973,TWO_BALL,0.364,TWO_BALL,no,no,no
974,TWO_BALL,0.364,TWO_BALL,no,no,no
975,TWO_BALL,0.364,TWO_BALL,no,no,no
976,TWO_BALL,0.364,TWO_BALL,no,no,no
977,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
978,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
979,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
980,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
981,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
982,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
983,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
984,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
985,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
986,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
987,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
988,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
989,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
990,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
991,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
992,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
993,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
994,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
995,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
996,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
997,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
998,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
999,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1000,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1001,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1002,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1003,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1004,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1005,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1006,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1007,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1008,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1009,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1010,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1011,FOUNTAIN_3+,0.565,FOUNTAIN_LOW_CONF,no,yes,yes
1012,TWO_BALL,0.364,TWO_BALL,no,no,no
1013,TWO_BALL,0.364,TWO_BALL,no,no,no
1014,TWO_BALL,0.364,TWO_BALL,no,no,no
1015,TWO_BALL_ONE_HAND,0.364,TWO_BALL_ONE_HAND,no,no,no
1016,SINGLE_BALL,0.324,SINGLE_BALL,no,no,no
1017,SINGLE_BALL,0.324,SINGLE_BALL,no,no,no
1018,SINGLE_BALL,0.324,SINGLE_BALL,no,no,no
1019,SINGLE_BALL,0.324,SINGLE_BALL,no,no,no
1020,SINGLE_BALL,0.324,SINGLE_BALL,no,no,no
1029,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1030,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1031,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1032,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1033,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1034,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1035,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1036,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1037,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1038,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1039,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1040,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1041,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1042,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1043,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1044,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1045,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1046,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1047,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1048,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1049,FOUNTAIN_3+,0.463,FOUNTAIN_LOW_CONF,yes,yes,yes
1050,CASCADE_3+,0.463,CASCADE_3+,no,no,no
1051,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND,no,no,no
1052,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND,no,no,no
1053,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND,no,no,no
1054,TWO_BALL_ONE_HAND,0.533,TWO_BALL_ONE_HAND,no,no,no
1055,TWO_BALL,0.533,TWO_BALL,no,no,no
1056,MIXED_3+,0.463,MIXED_3+,no,no,no
1057,MIXED_3+,0.463,MIXED_3+,no,no,no
1058,MIXED_3+,0.463,MIXED_3+,no,no,no
1059,MIXED_3+,0.463,MIXED_3+,no,no,no
1060,MIXED_3+,0.463,MIXED_3+,no,no,no
1061,TWO_BALL,0.364,TWO_BALL,no,no,no
1062,TWO_BALL,0.364,TWO_BALL,no,no,no
1063,TWO_BALL,0.364,TWO_BALL,no,no,no
1064,TWO_BALL,0.364,TWO_BALL,no,no,no
1065,TWO_BALL,0.364,TWO_BALL,no,no,no
1066,TWO_BALL,0.364,TWO_BALL,no,no,no
1067,TWO_BALL,0.364,TWO_BALL,no,no,no
1068,TWO_BALL,0.364,TWO_BALL,no,no,no
1069,TWO_BALL,0.364,TWO_BALL,no,no,no
1070,MIXED_3+,0.576,MIXED_3+,no,no,no
1071,MIXED_3+,0.576,MIXED_3+,no,no,no
1072,MIXED_3+,0.576,MIXED_3+,no,no,no
1073,MIXED_3+,0.576,MIXED_3+,no,no,no
1074,MIXED_3+,0.576,MIXED_3+,no,no,no
1075,TWO_BALL,0.662,TWO_BALL,no,no,no
1076,TWO_BALL,0.662,TWO_BALL,no,no,no
1077,MIXED_3+,0.775,MIXED_3+,no,no,no
1078,SINGLE_BALL,0.324,SINGLE_BALL,no,no,no
